Wikidata entity,EuropeanaID,HTTP status code
Q17201850,2020718/DR_345568,404
Q17202823,2020718/DR_37064,404
Q17202840,2020718/DR_37066,404
Q17202889,2020718/DR_37074,404
Q17202910,2020718/DR_37079,404
Q17202930,2020718/DR_37084,404
Q17202940,2020718/DR_37086,404
Q17203003,2020718/DR_506985,404
Q17203037,2020718/DR_508282,404
Q17203066,2020718/DR_508289,404
Q17203089,2020718/DR_508293,404
Q17187232,2020718/DR_511083,404
Q17187245,2020718/DR_511085,404
Q17187273,2020718/DR_511091,404
Q17187283,2020718/DR_511093,404
Q17187734,2020718/DR_511105,404
Q17203435,2020718/DR_511110,404
Q17203453,2020718/DR_511113,404
Q17186854,2020718/DR_511115,404
Q17195357,2020718/DR_511125,404
Q17195364,2020718/DR_511133,404
Q17195366,2020718/DR_511134,404
Q17195377,2020718/DR_511151,404
Q17195380,2020718/DR_511153,404
Q17203497,2020718/DR_511233,404
Q17203509,2020718/DR_511236,404
Q17203546,2020718/DR_511312,404
Q17203575,2020718/DR_511319,404
Q17203580,2020718/DR_511320,404
Q17187773,2020718/DR_514784,404
Q17203108,2020718/DR_520715,404
Q17190638,2020718/DR_520869,404
Q17202031,2020718/DR_522624,404
Q17202045,2020718/DR_522627,404
Q17202058,2020718/DR_522630,404
Q17202062,2020718/DR_522633,404
Q17202092,2020718/DR_522908,404
Q17202107,2020718/DR_522911,404
Q17202135,2020718/DR_526315,404
Q17202173,2020718/DR_526323,404
Q17202178,2020718/DR_526324,404
Q17202190,2020718/DR_526326,404
Q17202200,2020718/DR_527419,404
Q17203120,2020718/DR_528904,404
Q17203130,2020718/DR_528906,404
Q17203143,2020718/DR_528908,404
Q17202204,2020718/DR_529181,404
Q17187834,2020718/DR_529524,404
Q17203623,2020718/DR_529774,404
Q17202215,2020718/DR_529775,404
Q17202223,2020718/DR_529946,404
Q17195393,2020718/DR_9643,404
Q17195431,2020718/DR_9676,404
Q17195435,2020718/DR_9681,404
Q17195436,2020718/DR_9682,404
Q17195438,2020718/DR_9695,404
Q17195458,2020718/DR_9710,404
Q17195485,2020718/DR_9736,404
Q17195489,2020718/DR_9740,404
Q17195492,2020718/DR_9743,404
Q17233330,2020718/DR_1178,404
Q17233333,2020718/DR_1180,404
Q17233341,2020718/DR_1188,404
Q17233345,2020718/DR_1190,404
Q17233353,2020718/DR_1196,404
Q17233354,2020718/DR_1197,404
Q17233356,2020718/DR_12,404
Q17233361,2020718/DR_1203,404
Q17233363,2020718/DR_1205,404
Q17233365,2020718/DR_1207,404
Q17233367,2020718/DR_1209,404
Q17233371,2020718/DR_1212,404
Q17233378,2020718/DR_1219,404
Q17233387,2020718/DR_1227,404
Q17233400,2020718/DR_1239,404
Q17233402,2020718/DR_1240,404
Q17233404,2020718/DR_1244,404
Q17233406,2020718/DR_1245,404
Q17233411,2020718/DR_125,404
Q17233412,2020718/DR_1250,404
Q17233418,2020718/DR_1257,404
Q17233427,2020718/DR_1265,404
Q17233436,2020718/DR_1273,404
Q17233458,2020718/DR_1288,404
Q17233461,2020718/DR_1291,404
Q17233488,2020718/DR_1300,404
Q17233492,2020718/DR_1303,404
Q17233496,2020718/DR_1305,404
Q17233507,2020718/DR_1306,404
Q17233601,2020718/DR_1326,404
Q17233648,2020718/DR_1335,404
Q17233686,2020718/DR_1342,404
Q17233791,2020718/DR_1362,404
Q17233823,2020718/DR_1368,404
Q17233925,2020718/DR_1386,404
Q17233981,2020718/DR_1396,404
Q17234000,2020718/DR_14,404
Q17234004,2020718/DR_140,404
Q17234018,2020718/DR_1402,404
Q17234063,2020718/DR_141,404
Q17234122,2020718/DR_1421,404
Q17234146,2020718/DR_1426,404
Q17234214,2020718/DR_1438,404
Q17234219,2020718/DR_1439,404
Q17234235,2020718/DR_1441,404
Q17234255,2020718/DR_1447,404
Q17234269,2020718/DR_145,404
Q17234281,2020718/DR_1451,404
Q17234286,2020718/DR_1452,404
Q17234291,2020718/DR_1453,404
Q17234307,2020718/DR_1456,404
Q17234313,2020718/DR_1457,404
Q17234372,2020718/DR_1468,404
Q17234474,2020718/DR_1485,404
Q17234488,2020718/DR_1488,404
Q17234512,2020718/DR_1492,404
Q17234521,2020718/DR_1494,404
Q17234818,2020718/DR_1552,404
Q17234838,2020718/DR_1556,404
Q17234852,2020718/DR_1559,404
Q17234894,2020718/DR_1565,404
Q17234968,2020718/DR_1579,404
Q17234994,2020718/DR_1583,404
Q17235063,2020718/DR_1597,404
Q17235072,2020718/DR_1599,404
Q17235087,2020718/DR_1600,404
Q17235111,2020718/DR_1605,404
Q17235171,2020718/DR_1618,404
Q17235176,2020718/DR_1619,404
Q17235254,2020718/DR_1633,404
Q17235431,2020718/DR_1660,404
Q17235445,2020718/DR_1662,404
Q17235450,2020718/DR_1663,404
Q17235558,2020718/DR_1681,404
Q17235604,2020718/DR_169,404
Q17235609,2020718/DR_1690,404
Q17235650,2020718/DR_1698,404
Q17235700,2020718/DR_1706,404
Q17235706,2020718/DR_1707,404
Q17235745,2020718/DR_1714,404
Q17235767,2020718/DR_1719,404
Q17287376,2020718/DR_1739,404
Q17287389,2020718/DR_1748,404
Q17287400,2020718/DR_1754,404
Q17287424,2020718/DR_1771,404
Q17287443,2020718/DR_1781,404
Q17287446,2020718/DR_1782,404
Q17287455,2020718/DR_1786,404
Q17287467,2020718/DR_1788,404
Q17287489,2020718/DR_1791,404
Q17287577,2020718/DR_1805,404
Q17287640,2020718/DR_1816,404
Q17287663,2020718/DR_182,404
Q17327625,2020718/DR_18254,404
Q17287720,2020718/DR_1827,404
Q17287765,2020718/DR_1835,404
Q17287770,2020718/DR_1836,404
Q17287814,2020718/DR_1843,404
Q17287824,2020718/DR_1845,404
Q17287845,2020718/DR_1849,404
Q17287904,2020718/DR_186,404
Q17287909,2020718/DR_1860,404
Q17287914,2020718/DR_1861,404
Q17287925,2020718/DR_1863,404
Q17287930,2020718/DR_1864,404
Q17287994,2020718/DR_1875,404
Q17288011,2020718/DR_1878,404
Q17288088,2020718/DR_1890,404
Q17288248,2020718/DR_1908,404
Q17288258,2020718/DR_191,404
Q17288265,2020718/DR_1910,404
Q17237459,2020718/DR_19105,404
Q17237481,2020718/DR_19109,404
Q17237595,2020718/DR_19126,404
Q17288281,2020718/DR_1913,404
Q17237647,2020718/DR_19132,404
Q17237688,2020718/DR_19139,404
Q17237719,2020718/DR_19145,404
Q17253624,2020718/DR_19146,404
Q17253626,2020718/DR_19147,404
Q17253630,2020718/DR_19151,404
Q17253631,2020718/DR_19152,404
Q17253633,2020718/DR_19154,404
Q17253649,2020718/DR_19165,404
Q17253651,2020718/DR_19167,404
Q17253657,2020718/DR_19173,404
Q17253661,2020718/DR_19178,404
Q17253682,2020718/DR_19185,404
Q17288313,2020718/DR_1919,404
Q17253700,2020718/DR_19193,404
Q17253709,2020718/DR_19201,404
Q17253714,2020718/DR_19203,404
Q17253717,2020718/DR_19205,404
Q17288328,2020718/DR_1921,404
Q17253766,2020718/DR_19225,404
Q17253832,2020718/DR_19251,404
Q17253839,2020718/DR_19258,404
Q17253846,2020718/DR_19261,404
Q17253858,2020718/DR_19276,404
Q17253870,2020718/DR_19286,404
Q17253871,2020718/DR_19287,404
Q17253890,2020718/DR_19296,404
Q17253928,2020718/DR_19308,404
Q17288392,2020718/DR_1931,404
Q17253976,2020718/DR_19319,404
Q17254002,2020718/DR_19330,404
Q17254049,2020718/DR_19343,404
Q17254050,2020718/DR_19344,404
Q17254059,2020718/DR_19348,404
Q17254087,2020718/DR_19356,404
Q17254115,2020718/DR_19364,404
Q17254135,2020718/DR_19370,404
Q17254158,2020718/DR_19382,404
Q17254168,2020718/DR_19390,404
Q17254182,2020718/DR_19398,404
Q17254187,2020718/DR_19401,404
Q17254196,2020718/DR_19406,404
Q17254198,2020718/DR_19407,404
Q17288451,2020718/DR_1941,404
Q17254205,2020718/DR_19412,404
Q17254214,2020718/DR_19419,404
Q17254248,2020718/DR_19437,404
Q17254255,2020718/DR_19440,404
Q17254262,2020718/DR_19442,404
Q17254282,2020718/DR_19451,404
Q17254334,2020718/DR_19470,404
Q17254342,2020718/DR_19475,404
Q17254350,2020718/DR_19481,404
Q17254355,2020718/DR_19485,404
Q17254358,2020718/DR_19488,404
Q17254388,2020718/DR_19504,404
Q17254640,2020718/DR_19525,404
Q17254645,2020718/DR_19530,404
Q17254648,2020718/DR_19533,404
Q17254650,2020718/DR_19535,404
Q17254656,2020718/DR_19540,404
Q17254666,2020718/DR_19548,404
Q17254668,2020718/DR_19550,404
Q17254675,2020718/DR_19557,404
Q17288540,2020718/DR_1957,404
Q17254709,2020718/DR_19587,404
Q17254722,2020718/DR_19599,404
Q17254737,2020718/DR_19613,404
Q17254743,2020718/DR_19620,404
Q17254747,2020718/DR_19624,404
Q17254752,2020718/DR_19629,404
Q17288585,2020718/DR_1964,404
Q17254765,2020718/DR_19642,404
Q17254782,2020718/DR_19658,404
Q17288594,2020718/DR_1966,404
Q17254807,2020718/DR_19680,404
Q17288609,2020718/DR_1969,404
Q17254853,2020718/DR_19715,404
Q17254856,2020718/DR_19718,404
Q17254857,2020718/DR_19719,404
Q17254867,2020718/DR_19730,404
Q17254875,2020718/DR_19738,404
Q17254878,2020718/DR_19741,404
Q17254885,2020718/DR_19747,404
Q17254889,2020718/DR_19751,404
Q17254896,2020718/DR_19756,404
Q17288651,2020718/DR_1976,404
Q17254914,2020718/DR_19769,404
Q17288656,2020718/DR_1977,404
Q17254922,2020718/DR_19778,404
Q17254926,2020718/DR_19782,404
Q17254927,2020718/DR_19783,404
Q17254935,2020718/DR_19791,404
Q17254938,2020718/DR_19794,404
Q17288672,2020718/DR_198,404
Q17254946,2020718/DR_19801,404
Q17254952,2020718/DR_19809,404
Q17254960,2020718/DR_19816,404
Q17254971,2020718/DR_19824,404
Q17254973,2020718/DR_19825,404
Q17254975,2020718/DR_19827,404
Q17254979,2020718/DR_19828,404
Q17288687,2020718/DR_1983,404
Q17288692,2020718/DR_1984,404
Q17254999,2020718/DR_19840,404
Q17255011,2020718/DR_19852,404
Q17255014,2020718/DR_19855,404
Q17255015,2020718/DR_19856,404
Q17255016,2020718/DR_19857,404
Q17255024,2020718/DR_19865,404
Q17288729,2020718/DR_1990,404
Q17288739,2020718/DR_1992,404
Q17288798,2020718/DR_2001,404
Q17288808,2020718/DR_2003,404
Q17288823,2020718/DR_2006,404
Q17288836,2020718/DR_2008,404
Q17288907,2020718/DR_2020,404
Q17288994,2020718/DR_2037,404
Q17288999,2020718/DR_2038,404
Q17289005,2020718/DR_2039,404
Q17289025,2020718/DR_2042,404
Q17289035,2020718/DR_2044,404
Q17289040,2020718/DR_2045,404
Q17289134,2020718/DR_2058,404
Q17289219,2020718/DR_2071,404
Q17289263,2020718/DR_2079,404
Q17289284,2020718/DR_2081,404
Q17289311,2020718/DR_2086,404
Q17289373,2020718/DR_2095,404
Q17289421,2020718/DR_21,404
Q17289487,2020718/DR_2105,404
Q17289540,2020718/DR_2110,404
Q17289657,2020718/DR_2123,404
Q17289676,2020718/DR_2126,404
Q17289681,2020718/DR_2127,404
Q17289688,2020718/DR_2128,404
Q17289788,2020718/DR_2145,404
Q17289794,2020718/DR_2146,404
Q17289837,2020718/DR_2151,404
Q17289864,2020718/DR_2153,404
Q17289982,2020718/DR_2168,404
Q17290023,2020718/DR_2180,404
Q17290025,2020718/DR_2182,404
Q17290029,2020718/DR_2184,404
Q17290130,2020718/DR_2212,404
Q17290136,2020718/DR_2217,404
Q17290161,2020718/DR_2222,404
Q17290163,2020718/DR_2224,404
Q17290170,2020718/DR_2228,404
Q17290171,2020718/DR_2229,404
Q17290204,2020718/DR_2242,404
Q17290210,2020718/DR_2243,404
Q17290253,2020718/DR_2250,404
Q17290274,2020718/DR_2256,404
Q17290306,2020718/DR_2262,404
Q17290316,2020718/DR_2264,404
Q17290327,2020718/DR_2266,404
Q17290443,2020718/DR_2282,404
Q17290470,2020718/DR_2285,404
Q17290488,2020718/DR_2287,404
Q17290542,2020718/DR_2292,404
Q17290550,2020718/DR_2293,404
Q17290645,2020718/DR_2306,404
Q17290714,2020718/DR_2316,404
Q17290752,2020718/DR_2322,404
Q17290757,2020718/DR_2324,404
Q17290772,2020718/DR_2333,404
Q17290791,2020718/DR_2343,404
Q17290793,2020718/DR_2345,404
Q17290795,2020718/DR_2347,404
Q17290805,2020718/DR_2355,404
Q17290844,2020718/DR_2365,404
Q17290852,2020718/DR_2372,404
Q17290859,2020718/DR_2377,404
Q17290880,2020718/DR_2392,404
Q17290891,2020718/DR_2402,404
Q17327649,2020718/DR_24100,404
Q17327658,2020718/DR_24105,404
Q17327661,2020718/DR_24107,404
Q17290907,2020718/DR_2414,404
Q17290912,2020718/DR_2419,404
Q17290914,2020718/DR_2420,404
Q17290928,2020718/DR_2431,404
Q17290946,2020718/DR_2444,404
Q17290965,2020718/DR_2460,404
Q17290969,2020718/DR_2463,404
Q17291010,2020718/DR_2497,404
Q17291012,2020718/DR_2499,404
Q17291036,2020718/DR_2515,404
Q17291040,2020718/DR_2519,404
Q17291049,2020718/DR_2527,404
Q17291061,2020718/DR_2537,404
Q17291065,2020718/DR_254,404
Q17291073,2020718/DR_2547,404
Q17291082,2020718/DR_2555,404
Q17291083,2020718/DR_2556,404
Q17291092,2020718/DR_2562,404
Q17291096,2020718/DR_2566,404
Q17291103,2020718/DR_2571,404
Q17291112,2020718/DR_2579,404
Q17291126,2020718/DR_2589,404
Q17291132,2020718/DR_2594,404
Q17291145,2020718/DR_2601,404
Q17291148,2020718/DR_2603,404
Q17291173,2020718/DR_2623,404
Q17291212,2020718/DR_2653,404
Q17291215,2020718/DR_2656,404
Q17327391,2020718/DR_26644,404
Q17327420,2020718/DR_26657,404
Q11721987,2020718/DR_19921,404
Q11719737,2020718/DR_23998,404
Q11722027,2020718/DR_25653,404
Q11721995,2020718/DR_25702,404
Q11721639,2020718/DR_28205,404
Q11717715,2020718/DR_30845,404
Q11721132,2020718/DR_33805,404
Q11721301,2020718/DR_37463,404
Q11722030,2020718/DR_515114,404
Q11717937,2020718/DR_515468,404
Q11721723,2020718/DR_518492,404
Q11721660,2020718/DR_7085,404
Q11721878,2020718/DR_7962,404
Q11721648,2020718/DR_8794,404
Q11721784,2020718/DR_9929,404
Q13138368,2020718/DR_24514,404
Q13423596,2020718/DR_449516,404
Q13429894,2020718/DR_516599,404
Q13738156,2020718/DR_31685,404
Q13742908,2020718/DR_31977,404
Q13742021,2020718/DR_32727,404
Q13738807,2020718/DR_507435,404
Q13866198,2020718/DR_527161,404
Q14496760,2020718/DR_46618,404
Q14519601,2020718/DR_17788,404
Q14518183,2020718/DR_511724,404
Q14519516,2020718/DR_511743,404
Q14519493,2020718/DR_7332,404
Q14643431,2020718/DR_17019,404
Q14753793,2020718/DR_13952,404
Q14853928,2020718/DR_16894,404
Q14851454,2020718/DR_358904,404
Q14851380,2020718/DR_40342,404
Q15616376,2020718/DR_511728,404
Q15616469,2020718/DR_8547,404
Q15699100,2020718/DR_24224,404
Q15734213,2020718/DR_509426,404
Q15876494,2020718/DR_17618,404
Q15876316,2020718/DR_21730,404
Q15879818,2020718/DR_24160,404
Q15877297,2020718/DR_39672,404
Q15882031,2020718/DR_40249,404
Q15877505,2020718/DR_511676,404
Q15884069,2020718/DR_511730,404
Q15885458,2020718/DR_515738,404
Q15874286,2020718/DR_522578,404
Q15874322,2020718/DR_524834,404
Q15881981,2020718/DR_526657,404
Q15885715,2020718/DR_526737,404
Q15882174,2020718/DR_527188,404
Q15875866,2020718/DR_527754,404
Q15875863,2020718/DR_530062,404
Q15875865,2020718/DR_530063,404
Q15910209,2020718/DR_22486,404
Q15917815,2020718/DR_26957,404
Q16070469,2020718/DR_14606,404
Q16831671,2020718/DR_508167,404
Q16964528,2020718/DR_16063,404
Q16912164,2020718/DR_28078,404
Q17047968,2020718/DR_526154,404
Q17203931,2020718/DR_1010,404
Q17203978,2020718/DR_1016,404
Q17204102,2020718/DR_1026,404
Q17204179,2020718/DR_1034,404
Q17204250,2020718/DR_1042,404
Q17204586,2020718/DR_1091,404
Q17204684,2020718/DR_1108,404
Q17204689,2020718/DR_1109,404
Q17204747,2020718/DR_1119,404
Q17204754,2020718/DR_1120,404
Q17204764,2020718/DR_1122,404
Q17204824,2020718/DR_1132,404
Q17204892,2020718/DR_114,404
Q17205073,2020718/DR_1161,404
Q17186789,2020718/DR_18899,404
Q17195851,2020718/DR_18941,404
Q17195853,2020718/DR_18943,404
Q17195857,2020718/DR_18946,404
Q17195863,2020718/DR_18951,404
Q17195865,2020718/DR_18952,404
Q17195873,2020718/DR_18958,404
Q17195892,2020718/DR_18976,404
Q17195894,2020718/DR_18977,404
Q17195902,2020718/DR_18982,404
Q17195939,2020718/DR_19001,404
Q17195944,2020718/DR_19005,404
Q17195945,2020718/DR_19006,404
Q17195946,2020718/DR_19007,404
Q17195961,2020718/DR_19019,404
Q17195974,2020718/DR_19030,404
Q17195976,2020718/DR_19032,404
Q17195997,2020718/DR_19048,404
Q17196002,2020718/DR_19052,404
Q17196022,2020718/DR_19068,404
Q3119432,2020718/DR_16192,404
Q3130407,2020718/DR_21141,404
Q3128167,2020718/DR_6541,404
Q3268525,2020718/DR_18763,404
Q3288984,2020718/DR_19499,404
Q3239922,2020718/DR_23982,404
Q3203410,2020718/DR_31871,404
Q3227856,2020718/DR_35003,404
Q3254515,2020718/DR_452746,404
Q3284283,2020718/DR_9700,404
Q3345632,2020718/DR_25884,404
Q3341247,2020718/DR_485785,404
Q3348248,2020718/DR_524752,404
Q3334306,2020718/DR_8745,404
Q3441093,2020718/DR_12912,404
Q3446605,2020718/DR_16532,404
Q3412116,2020718/DR_30173,404
Q3392238,2020718/DR_41023,404
Q3527638,2020718/DR_21061,404
Q3536406,2020718/DR_507332,404
Q3512651,2020718/DR_523782,404
Q3611592,2020718/DR_38697,404
Q3584890,2020718/DR_505910,404
Q3662037,2020718/DR_31568,404
Q3904981,2020718/DR_11684,404
Q3915989,2020718/DR_17532,404
Q3903665,2020718/DR_512167,404
Q3900221,2020718/DR_523996,404
Q3931137,2020718/DR_531294,404
Q3913632,2020718/DR_7531,404
Q4017351,2020718/DR_28057,404
Q4290077,2020718/DR_17162,404
Q4318706,2020718/DR_38034,404
Q4328492,2020718/DR_878,404
Q4469438,2020718/DR_21564,404
Q4465583,2020718/DR_29653,404
Q4409568,2020718/DR_38253,404
Q4507890,2020718/DR_384277,404
Q4547032,2020718/DR_40483,404
Q4523686,2020718/DR_459738,404
Q4596236,2020718/DR_7236,404
Q4539725,2020718/DR_8518,404
Q4734509,2020718/DR_16087,404
Q4687217,2020718/DR_22914,404
Q4856225,2020718/DR_19428,404
Q4765906,2020718/DR_19705,404
Q4845501,2020718/DR_25725,404
Q4846850,2020718/DR_33638,404
Q4845711,2020718/DR_39243,404
Q4779106,2020718/DR_507248,404
Q4759859,2020718/DR_522988,404
Q4986924,2020718/DR_22220,404
Q4989654,2020718/DR_529502,404
Q5046321,2020718/DR_24031,404
Q5228849,2020718/DR_34589,404
Q5128999,2020718/DR_6943,404
Q5288114,2020718/DR_14478,404
Q5267653,2020718/DR_29830,404
Q5418612,2020718/DR_25681,404
Q5345967,2020718/DR_34018,404
Q5805339,2020718/DR_512555,404
Q5808285,2020718/DR_7469,404
Q6896071,2020718/DR_33784,404
Q7478217,2020718/DR_15591,404
Q7477464,2020718/DR_15628,404
Q7474697,2020718/DR_18433,404
Q7477651,2020718/DR_21199,404
Q7475873,2020718/DR_22471,404
Q7476593,2020718/DR_26585,404
Q7475917,2020718/DR_33711,404
Q7475893,2020718/DR_33739,404
Q7477024,2020718/DR_34598,404
Q7478068,2020718/DR_34881,404
Q7477626,2020718/DR_36506,404
Q7477122,2020718/DR_37965,404
Q7477193,2020718/DR_39168,404
Q7477664,2020718/DR_39363,404
Q7475664,2020718/DR_40079,404
Q7476586,2020718/DR_45968,404
Q7475199,2020718/DR_469405,404
Q7477936,2020718/DR_47084,404
Q7476566,2020718/DR_511958,404
Q7475258,2020718/DR_516168,404
Q7478296,2020718/DR_521659,404
Q7478280,2020718/DR_521666,404
Q7477656,2020718/DR_524852,404
Q7478061,2020718/DR_525964,404
Q8170986,2020718/DR_32911,404
Q9392200,2020718/DR_21635,404
Q17327437,2020718/DR_26665,404
Q17327465,2020718/DR_26680,404
Q17327469,2020718/DR_26682,404
Q17327479,2020718/DR_26687,404
Q17327515,2020718/DR_26707,404
Q17327529,2020718/DR_26715,404
Q17327550,2020718/DR_26725,404
Q17327565,2020718/DR_26733,404
Q17327574,2020718/DR_26737,404
Q17327577,2020718/DR_26738,404
Q17291238,2020718/DR_2674,404
Q17291250,2020718/DR_2685,404
Q17291252,2020718/DR_2686,404
Q17291269,2020718/DR_27,404
Q17291280,2020718/DR_2707,404
Q17291311,2020718/DR_273,404
Q17291312,2020718/DR_2730,404
Q17291353,2020718/DR_2745,404
Q17291354,2020718/DR_2746,404
Q17291372,2020718/DR_2759,404
Q17291375,2020718/DR_2761,404
Q17291388,2020718/DR_2773,404
Q17294340,2020718/DR_2793,404
Q17294355,2020718/DR_2806,404
Q17294557,2020718/DR_2814,404
Q17294666,2020718/DR_2829,404
Q17294672,2020718/DR_2830,404
Q17294798,2020718/DR_2849,404
Q17294827,2020718/DR_2853,404
Q17294833,2020718/DR_2854,404
Q17294907,2020718/DR_2870,404
Q17294910,2020718/DR_2873,404
Q17294911,2020718/DR_2874,404
Q17294913,2020718/DR_2876,404
Q17294916,2020718/DR_2879,404
Q17294935,2020718/DR_289,404
Q17294937,2020718/DR_2891,404
Q17294951,2020718/DR_2901,404
Q17294952,2020718/DR_2902,404
Q17294955,2020718/DR_2905,404
Q17294966,2020718/DR_291,404
Q17294986,2020718/DR_2914,404
Q17295078,2020718/DR_2923,404
Q17295170,2020718/DR_2936,404
Q17295216,2020718/DR_2945,404
Q17295221,2020718/DR_2949,404
Q17295222,2020718/DR_295,404
Q17295251,2020718/DR_2960,404
Q17295270,2020718/DR_2974,404
Q17295292,2020718/DR_2979,404
Q17295356,2020718/DR_299,404
Q17295425,2020718/DR_30,404
Q17295470,2020718/DR_3006,404
Q17295481,2020718/DR_3010,404
Q17295482,2020718/DR_3011,404
Q17295489,2020718/DR_3013,404
Q17295508,2020718/DR_3029,404
Q17295539,2020718/DR_3039,404
Q17295550,2020718/DR_3040,404
Q17295566,2020718/DR_3043,404
Q17295651,2020718/DR_3059,404
Q17295659,2020718/DR_3062,404
Q17295663,2020718/DR_3066,404
Q17295674,2020718/DR_3074,404
Q17295686,2020718/DR_3082,404
Q17295689,2020718/DR_3085,404
Q17295712,2020718/DR_3089,404
Q17295733,2020718/DR_3094,404
Q17295753,2020718/DR_3100,404
Q17295763,2020718/DR_3104,404
Q17295767,2020718/DR_3108,404
Q17295770,2020718/DR_311,404
Q17295774,2020718/DR_3113,404
Q17295789,2020718/DR_3124,404
Q17295797,2020718/DR_3129,404
Q17295804,2020718/DR_3133,404
Q17295805,2020718/DR_3134,404
Q17295827,2020718/DR_3141,404
Q17295842,2020718/DR_315,404
Q17295847,2020718/DR_3151,404
Q17295848,2020718/DR_3152,404
Q17295854,2020718/DR_3157,404
Q17295861,2020718/DR_3162,404
Q17295870,2020718/DR_317,404
Q17295881,2020718/DR_3178,404
Q17295889,2020718/DR_3184,404
Q17295896,2020718/DR_319,404
Q17295912,2020718/DR_3203,404
Q17295915,2020718/DR_3206,404
Q17295916,2020718/DR_3207,404
Q17295923,2020718/DR_3213,404
Q17295931,2020718/DR_3220,404
Q17295984,2020718/DR_3236,404
Q17296032,2020718/DR_3241,404
Q17296091,2020718/DR_3248,404
Q17296119,2020718/DR_3250,404
Q17296133,2020718/DR_326,404
Q17296151,2020718/DR_3267,404
Q17296222,2020718/DR_3278,404
Q17296236,2020718/DR_3286,404
Q17296237,2020718/DR_3287,404
Q17296241,2020718/DR_328846,404
Q17296257,2020718/DR_328866,404
Q17296342,2020718/DR_329,404
Q17296349,2020718/DR_3291,404
Q17296364,2020718/DR_3295,404
Q17296404,2020718/DR_3302,404
Q17296418,2020718/DR_3312,404
Q17296419,2020718/DR_3313,404
Q17296423,2020718/DR_3316,404
Q17296430,2020718/DR_3320,404
Q17296432,2020718/DR_3321,404
Q17296433,2020718/DR_3322,404
Q17296451,2020718/DR_3334,404
Q17296462,2020718/DR_3342,404
Q17296471,2020718/DR_3348,404
Q17296494,2020718/DR_3355,404
Q17296513,2020718/DR_3366,404
Q17296519,2020718/DR_3370,404
Q17296570,2020718/DR_337606,404
Q17296587,2020718/DR_337644,404
Q17296621,2020718/DR_3386,404
Q17296654,2020718/DR_3392,404
Q17296665,2020718/DR_34,404
Q17296687,2020718/DR_3404,404
Q17296710,2020718/DR_3408,404
Q17296738,2020718/DR_3415,404
Q17296784,2020718/DR_3422,404
Q17296785,2020718/DR_3423,404
Q17296796,2020718/DR_3428,404
Q17296798,2020718/DR_343,404
Q17296805,2020718/DR_3434,404
Q17296807,2020718/DR_3436,404
Q17296827,2020718/DR_3442,404
Q17296865,2020718/DR_3448,404
Q17296878,2020718/DR_345,404
Q17296912,2020718/DR_3456,404
Q17296934,2020718/DR_3471,404
Q17296938,2020718/DR_3474,404
Q17296939,2020718/DR_3475,404
Q17296944,2020718/DR_3479,404
Q17296953,2020718/DR_3486,404
Q17296954,2020718/DR_348645,404
Q17297051,2020718/DR_3509,404
Q17297055,2020718/DR_3510,404
Q17297058,2020718/DR_3511,404
Q17297071,2020718/DR_3519,404
Q17297080,2020718/DR_3525,404
Q17297084,2020718/DR_3528,404
Q17297085,2020718/DR_3529,404
Q17297086,2020718/DR_353,404
Q17297090,2020718/DR_3532,404
Q17297102,2020718/DR_3540,404
Q17255033,2020718/DR_354813,404
Q17297118,2020718/DR_3553,404
Q17297119,2020718/DR_3554,404
Q17297125,2020718/DR_3556,404
Q17297141,2020718/DR_3561,404
Q17297179,2020718/DR_3588,404
Q17297189,2020718/DR_3592,404
Q17297202,2020718/DR_3599,404
Q17297208,2020718/DR_360,404
Q17297228,2020718/DR_361,404
Q17297230,2020718/DR_3611,404
Q17297240,2020718/DR_3615,404
Q17297242,2020718/DR_3617,404
Q17297256,2020718/DR_3624,404
Q17297266,2020718/DR_3628,404
Q17297284,2020718/DR_3638,404
Q17297286,2020718/DR_364,404
Q17297322,2020718/DR_366,404
Q17297325,2020718/DR_3661,404
Q17297339,2020718/DR_3674,404
Q17297340,2020718/DR_3675,404
Q17297344,2020718/DR_3679,404
Q17297347,2020718/DR_3681,404
Q17297351,2020718/DR_3687,404
Q17297353,2020718/DR_3689,404
Q17297361,2020718/DR_3696,404
Q17297363,2020718/DR_3698,404
Q17297369,2020718/DR_3701,404
Q17297374,2020718/DR_3706,404
Q17297377,2020718/DR_3709,404
Q17297379,2020718/DR_3710,404
Q17297814,2020718/DR_3717,404
Q17297864,2020718/DR_3745,404
Q17297865,2020718/DR_3746,404
Q17297871,2020718/DR_3750,404
Q17297885,2020718/DR_376,404
Q17297894,2020718/DR_37649,404
Q17297900,2020718/DR_3768,404
Q17297903,2020718/DR_3770,404
Q17297908,2020718/DR_3772,404
Q17297937,2020718/DR_3781,404
Q17297947,2020718/DR_3788,404
Q17297962,2020718/DR_3793,404
Q17297973,2020718/DR_3797,404
Q17297987,2020718/DR_3800,404
Q17298020,2020718/DR_3815,404
Q17298027,2020718/DR_382,404
Q17299396,2020718/DR_4603,404
Q17299403,2020718/DR_461,404
Q17299500,2020718/DR_4629,404
Q17299512,2020718/DR_4638,404
Q17299523,2020718/DR_4645,404
Q17299529,2020718/DR_465,404
Q17299537,2020718/DR_4652,404
Q17299552,2020718/DR_4664,404
Q17299562,2020718/DR_4672,404
Q17299575,2020718/DR_4684,404
Q17299578,2020718/DR_4686,404
