Wikidata entity,EuropeanaID,HTTP status code
Q2705711,2020718/DR_21359,404
Q2723031,2020718/DR_32720,404
Q2727254,2020718/DR_332570,404
Q2749518,2020718/DR_33485,404
Q2787009,2020718/DR_33813,404
Q2727577,2020718/DR_33840,404
Q2785755,2020718/DR_33989,404
Q2759110,2020718/DR_34025,404
Q2755635,2020718/DR_36451,404
Q2716335,2020718/DR_37111,404
Q2733390,2020718/DR_37142,404
Q2721081,2020718/DR_37145,404
Q2791144,2020718/DR_38262,404
Q2738496,2020718/DR_38644,404
Q2735271,2020718/DR_38763,404
Q2707931,2020718/DR_39348,404
Q2737685,2020718/DR_419583,404
Q2708448,2020718/DR_42088,404
Q2741639,2020718/DR_450553,404
Q2748933,2020718/DR_46005,404
Q2754161,2020718/DR_499166,404
Q2734794,2020718/DR_510962,404
Q2718406,2020718/DR_515088,404
Q2764092,2020718/DR_515133,404
Q2774920,2020718/DR_516106,404
Q2768395,2020718/DR_518714,404
Q2755882,2020718/DR_522496,404
Q2748996,2020718/DR_9272,404
Q2805178,2020718/DR_17488,404
Q2887618,2020718/DR_18453,404
Q2863705,2020718/DR_28363,404
Q2801600,2020718/DR_29967,404
Q2802691,2020718/DR_33999,404
Q2840395,2020718/DR_36829,404
Q2801347,2020718/DR_38872,404
Q2849460,2020718/DR_39321,404
Q2895843,2020718/DR_513132,404
Q2870365,2020718/DR_514194,404
Q2834264,2020718/DR_517191,404
Q2837223,2020718/DR_522204,404
Q2889335,2020718/DR_523486,404
Q2955386,2020718/DR_14958,404
Q2964375,2020718/DR_22625,404
Q2947830,2020718/DR_23768,404
Q2947074,2020718/DR_26270,404
Q2912253,2020718/DR_30139,404
Q2992673,2020718/DR_30780,404
Q2914578,2020718/DR_33659,404
Q2927513,2020718/DR_37177,404
Q2915410,2020718/DR_512506,404
Q2904795,2020718/DR_513601,404
Q2927907,2020718/DR_524836,404
Q2998514,2020718/DR_15363,404
Q3046486,2020718/DR_18428,404
Q3023322,2020718/DR_18483,404
Q3053057,2020718/DR_24000,404
Q3067367,2020718/DR_25783,404
Q3037847,2020718/DR_30387,404
Q3077081,2020718/DR_37153,404
Q3022944,2020718/DR_527929,404
Q3088821,2020718/DR_16747,404
Q3119083,2020718/DR_21180,404
Q3108692,2020718/DR_21506,404
Q3101611,2020718/DR_24717,404
Q3129058,2020718/DR_41931,404
Q3231380,2020718/DR_24511,404
Q3228962,2020718/DR_26339,404
Q3205158,2020718/DR_30389,404
Q3197428,2020718/DR_37043,404
Q3237353,2020718/DR_37163,404
Q3234551,2020718/DR_45459,404
Q3265490,2020718/DR_11255,404
Q3305499,2020718/DR_18608,404
Q3282696,2020718/DR_512164,404
Q3314277,2020718/DR_517030,404
Q3282223,2020718/DR_525190,404
Q3417467,2020718/DR_17209,404
Q3370496,2020718/DR_20013,404
Q3344264,2020718/DR_21169,404
Q3382161,2020718/DR_485805,404
Q3388916,2020718/DR_519189,404
Q3420815,2020718/DR_9360,404
Q3442150,2020718/DR_16101,404
Q3522105,2020718/DR_30816,404
Q3499098,2020718/DR_451862,404
Q3525766,2020718/DR_7647,404
Q3544953,2020718/DR_484272,404
Q3580736,2020718/DR_9745,404
Q3661615,2020718/DR_31418,404
Q3898134,2020718/DR_31738,404
Q4027424,2020718/DR_14432,404
Q3925190,2020718/DR_510509,404
Q4043758,2020718/DR_33483,404
Q4302624,2020718/DR_21388,404
Q4315245,2020718/DR_27956,404
Q4297615,2020718/DR_520707,404
Q4335676,2020718/DR_519014,404
Q4407821,2020718/DR_14649,404
Q4418602,2020718/DR_16957,404
Q4442092,2020718/DR_18466,404
Q4357544,2020718/DR_30546,404
Q4353983,2020718/DR_39786,404
Q4367166,2020718/DR_39823,404
Q4394166,2020718/DR_508691,404
Q4361310,2020718/DR_512847,404
Q4347683,2020718/DR_513353,404
Q4506087,2020718/DR_31816,404
Q4470086,2020718/DR_35568,404
Q4533609,2020718/DR_513684,404
Q4515547,2020718/DR_517608,404
Q4489372,2020718/DR_518497,404
Q4648414,2020718/DR_267,404
Q4612421,2020718/DR_31557,404
Q4614123,2020718/DR_34570,404
Q4785709,2020718/DR_22777,404
Q4879391,2020718/DR_18154,404
Q4848161,2020718/DR_35677,404
Q4924617,2020718/DR_507132,404
Q4990643,2020718/DR_7044,404
Q5114033,2020718/DR_36005,404
Q5084570,2020718/DR_37012,404
Q5165087,2020718/DR_13241,404
Q5130271,2020718/DR_18730,404
Q5203073,2020718/DR_28611,404
Q5204101,2020718/DR_524926,404
Q5244453,2020718/DR_40091,404
Q5457950,2020718/DR_35757,404
Q5376380,2020718/DR_35957,404
Q5481015,2020718/DR_19579,404
Q5579446,2020718/DR_46186,404
Q5825990,2020718/DR_34972,404
Q7178348,2020718/DR_46886,404
Q7477683,2020718/DR_2309,404
Q7478118,2020718/DR_23579,404
Q7478344,2020718/DR_23832,404
Q7478244,2020718/DR_23855,404
Q7478312,2020718/DR_23872,404
Q7475019,2020718/DR_26467,404
Q7477564,2020718/DR_34051,404
Q7478143,2020718/DR_341016,404
Q7477351,2020718/DR_36685,404
Q7476485,2020718/DR_39101,404
Q7477641,2020718/DR_39762,404
Q7478005,2020718/DR_39813,404
Q7478254,2020718/DR_40058,404
Q7475763,2020718/DR_450509,404
Q7477256,2020718/DR_468122,404
Q7477410,2020718/DR_47074,404
Q7478184,2020718/DR_506577,404
Q7474695,2020718/DR_514013,404
Q7476582,2020718/DR_514213,404
Q7474686,2020718/DR_514264,404
Q7478227,2020718/DR_514303,404
Q7477326,2020718/DR_517206,404
Q7476672,2020718/DR_517764,404
Q7477470,2020718/DR_522962,404
Q7477244,2020718/DR_523574,404
Q7478266,2020718/DR_525607,404
Q7478103,2020718/DR_526973,404
Q17189723,2020718/DR_526158,404
Q17187805,2020718/DR_526344,404
Q17189387,2020718/DR_9924,404
Q17195795,2020718/DR_18901,404
Q17195801,2020718/DR_18906,404
Q17195813,2020718/DR_18910,404
Q17195819,2020718/DR_18916,404
Q17195822,2020718/DR_18918,404
Q17195877,2020718/DR_18962,404
Q17195878,2020718/DR_18963,404
Q17195887,2020718/DR_18972,404
Q17195906,2020718/DR_18984,404
Q17195947,2020718/DR_19008,404
Q17195958,2020718/DR_19016,404
Q17195981,2020718/DR_19034,404
Q17195992,2020718/DR_19044,404
Q17196004,2020718/DR_19054,404
Q17196012,2020718/DR_19061,404
Q17196043,2020718/DR_19074,404
Q17196054,2020718/DR_19076,404
Q17196080,2020718/DR_19081,404
Q17195738,2020718/DR_19879,404
Q17195748,2020718/DR_19883,404
Q17195750,2020718/DR_19885,404
Q17195764,2020718/DR_19896,404
Q17195769,2020718/DR_19899,404
Q17195781,2020718/DR_19908,404
Q17201746,2020718/DR_21095,404
Q17202832,2020718/DR_37065,404
Q17202951,2020718/DR_37089,404
Q17201887,2020718/DR_46747,404
Q17203026,2020718/DR_506989,404
Q17203042,2020718/DR_508284,404
Q17203047,2020718/DR_508285,404
Q17203057,2020718/DR_508287,404
Q17203072,2020718/DR_508290,404
Q17201973,2020718/DR_508454,404
Q17203403,2020718/DR_511089,404
Q17203421,2020718/DR_511107,404
Q17203520,2020718/DR_511303,404
Q17203527,2020718/DR_511310,404
Q17203567,2020718/DR_511317,404
Q17195381,2020718/DR_514729,404
Q17202021,2020718/DR_515659,404
Q17202087,2020718/DR_522907,404
Q17195402,2020718/DR_9654,404
Q17195404,2020718/DR_9656,404
Q17195411,2020718/DR_9662,404
Q17195421,2020718/DR_9668,404
Q17195434,2020718/DR_9679,404
Q17195442,2020718/DR_9698,404
Q17195446,2020718/DR_9703,404
Q17195454,2020718/DR_9707,404
Q17195461,2020718/DR_9713,404
Q17195477,2020718/DR_9729,404
Q17203864,2020718/DR_10,404
Q17203882,2020718/DR_1001,404
Q17204056,2020718/DR_1022,404
Q17204142,2020718/DR_103,404
Q17204256,2020718/DR_1043,404
Q17204271,2020718/DR_1045,404
Q17204278,2020718/DR_1046,404
Q17204305,2020718/DR_1049,404
Q17204328,2020718/DR_1051,404
Q17204430,2020718/DR_1069,404
Q17204475,2020718/DR_1075,404
Q17204503,2020718/DR_108,404
Q17204670,2020718/DR_1104,404
Q17204675,2020718/DR_1105,404
Q17204693,2020718/DR_111,404
Q17204769,2020718/DR_1123,404
Q17205037,2020718/DR_1155,404
Q17205110,2020718/DR_1166,404
Q17205126,2020718/DR_1168,404
Q17233336,2020718/DR_1183,404
Q17233342,2020718/DR_1189,404
Q17233375,2020718/DR_1216,404
Q17233379,2020718/DR_122,404
Q17233389,2020718/DR_1229,404
Q17233390,2020718/DR_123,404
Q17233398,2020718/DR_1237,404
Q17233416,2020718/DR_1255,404
Q17233423,2020718/DR_1261,404
Q17233426,2020718/DR_1264,404
Q17233429,2020718/DR_1267,404
Q17233456,2020718/DR_1286,404
Q17233463,2020718/DR_1293,404
Q17233468,2020718/DR_1296,404
Q17233474,2020718/DR_1298,404
Q17233485,2020718/DR_130,404
Q17233521,2020718/DR_1309,404
Q17233633,2020718/DR_1331,404
Q17233725,2020718/DR_135,404
Q17233747,2020718/DR_1354,404
Q17233767,2020718/DR_1358,404
Q17233907,2020718/DR_1382,404
Q17233935,2020718/DR_1388,404
Q17234112,2020718/DR_142,404
Q17234155,2020718/DR_1428,404
Q17234341,2020718/DR_1462,404
Q17234410,2020718/DR_1475,404
Q17234415,2020718/DR_1476,404
Q17234493,2020718/DR_1489,404
Q17234497,2020718/DR_149,404
Q17234502,2020718/DR_1490,404
Q17234543,2020718/DR_1499,404
Q17234567,2020718/DR_1502,404
Q17234660,2020718/DR_1522,404
Q17234680,2020718/DR_1526,404
Q17234685,2020718/DR_1527,404
Q17234709,2020718/DR_1531,404
Q17234733,2020718/DR_1536,404
Q17234878,2020718/DR_1563,404
Q17234937,2020718/DR_1573,404
Q17235003,2020718/DR_1586,404
Q17235092,2020718/DR_1601,404
Q17235120,2020718/DR_1607,404
Q17235138,2020718/DR_1611,404
Q17235181,2020718/DR_162,404
Q17235215,2020718/DR_1626,404
Q17235249,2020718/DR_1632,404
Q17235279,2020718/DR_1638,404
Q17235284,2020718/DR_1639,404
Q17235343,2020718/DR_1648,404
Q17235407,2020718/DR_1657,404
Q17235455,2020718/DR_1664,404
Q17235466,2020718/DR_1666,404
Q17235495,2020718/DR_1670,404
Q17235512,2020718/DR_1674,404
Q17235536,2020718/DR_1678,404
Q17235571,2020718/DR_1683,404
Q17235575,2020718/DR_1684,404
Q17235596,2020718/DR_1688,404
Q17235628,2020718/DR_1694,404
Q17235676,2020718/DR_1701,404
Q17235690,2020718/DR_1704,404
Q17235695,2020718/DR_1705,404
Q17235747,2020718/DR_1715,404
Q17235750,2020718/DR_1716,404
Q17235763,2020718/DR_1718,404
Q17235799,2020718/DR_1724,404
Q17235809,2020718/DR_1726,404
Q17235826,2020718/DR_173,404
Q17235840,2020718/DR_1732,404
Q17287393,2020718/DR_1751,404
Q17287401,2020718/DR_1755,404
Q17287406,2020718/DR_176,404
Q17287436,2020718/DR_1777,404
Q17287473,2020718/DR_1789,404
Q17287484,2020718/DR_1790,404
Q17287522,2020718/DR_1797,404
Q17287537,2020718/DR_18,404
Q17287571,2020718/DR_1804,404
Q17287737,2020718/DR_1830,404
Q17287787,2020718/DR_1839,404
Q17287804,2020718/DR_1841,404
Q17287835,2020718/DR_1847,404
Q17287867,2020718/DR_1853,404
Q17287873,2020718/DR_1854,404
Q17288000,2020718/DR_1876,404
Q17288034,2020718/DR_1881,404
Q17288189,2020718/DR_1901,404
Q17288210,2020718/DR_1903,404
Q17288230,2020718/DR_1905,404
Q17288243,2020718/DR_1907,404
Q17237439,2020718/DR_19101,404
Q17237515,2020718/DR_19112,404
Q17237520,2020718/DR_19113,404
Q17237581,2020718/DR_19123,404
Q17237600,2020718/DR_19127,404
Q17237673,2020718/DR_19136,404
Q17253637,2020718/DR_19157,404
Q17253639,2020718/DR_19159,404
Q17253653,2020718/DR_19169,404
Q17253659,2020718/DR_19176,404
Q17253678,2020718/DR_19184,404
Q17253691,2020718/DR_19189,404
Q17253696,2020718/DR_19191,404
Q17253701,2020718/DR_19194,404
Q17253715,2020718/DR_19204,404
Q17253724,2020718/DR_19208,404
Q17253731,2020718/DR_19212,404
Q17253737,2020718/DR_19214,404
Q17253747,2020718/DR_19219,404
Q17253772,2020718/DR_19228,404
Q17253777,2020718/DR_19230,404
Q17253778,2020718/DR_19231,404
Q17253785,2020718/DR_19237,404
